U18;56.6225
V17;66.6395
W17;88.9535
T18;0
T17;0
W18;77.388
U17;66.621
V18;64.4935
K13;157.784
W11;124.425
AE12;136.356
AE13;131.978
AD13;124.628
AE14;132.14
V11;128.463
N11;173.655
M12;173.691
P11;159.125
K21;92.1245
L22;95.007
K22;95.7465
L13;0
T11;0
AJ24;133.659
AL34;164.926
AM34;175.585
AJ33;155.402
AJ34;164.811
AN34;186.213
AP34;189.218
AK33;155.313
AL33;159.819
AN33;170.928
AP33;183.091
AL32;149.927
AM32;150.09
AJ31;131.127
AK32;145.14
AM31;146.555
AN32;159.566
AJ30;135.802
AK31;138.188
AN31;151.789
AP31;161.037
AJ29;129.593
AK30;130.268
AL30;136.927
AM30;138.594
AL28;121.459
AL29;124.225
AJ28;116.431
AK28;117.657
AP29;147.749
AP30;148.092
AM29;134.764
AN29;135.434
AN28;132.433
AP28;137.183
AK27;117.586
AL27;117.502
AJ25;96.1385
AK25;97.204
AJ26;98.8545
AK26;100.487
AM26;117.78
AN26;121.645
AM27;116.94
AN27;126.905
AL25;103.582
AM25;108.883
AP25;126.979
AP26;131.489
AL24;99.8885
AJ27;0
AK34;0
AL31;0
AM28;0
AN25;0
AP32;0
AD23;123.297
AF34;146.076
AG34;156.734
AD33;132.617
AD34;137.679
AH33;162.016
AH34;165.105
AE33;131.676
AF33;140.431
AG32;141.6
AH32;150.417
AE32;128.801
AF32;127.527
AD31;111.759
AE31;123.468
AD30;103.769
AE30;110.381
AD28;102.311
AD29;102.003
AG31;124.018
AH31;133.857
AF29;117.033
AF30;120.011
AG29;121.024
AG30;124.179
AH28;120.834
AH29;122.025
AE28;99.5305
AF28;102.225
AD26;86.2875
AE26;89.445
AC26;88.6665
AC27;88.606
AG27;105.222
AH27;111.394
AE27;91.1225
AF27;94.394
AG26;102.374
AH26;110.451
AE23;97.6995
AF23;99.7055
AG24;116.914
AH24;120.072
AC24;88.032
AD24;88.245
AF25;92.5675
AG25;98.6985
AD25;87.1395
AE25;87.3085
AF24;86.6925
AC25;0
AD32;0
AE29;0
AF26;0
AG33;0
AH30;0
V24;62.2395
V28;83.6945
V29;94.978
V26;69.4115
V27;75.578
W26;80.559
Y26;81.9255
W28;82.209
W29;92.6345
W25;65.214
Y25;82.373
Y27;87.252
Y28;86.3395
V31;106.084
V32;117.606
W33;120.817
W34;131.499
V33;131.763
V34;131.705
Y32;113.562
Y33;123.798
W30;105.472
W31;108.233
Y30;105.361
Y31;107.988
AA30;106.365
AB30;107.428
AB31;113.267
AB32;116.945
AC33;130.704
AC34;136.073
AA32;131.101
AA33;129.357
AC31;116.154
AC32;119.967
AA34;140.516
AB34;133.528
AC28;97.5185
AC29;99.028
AA27;80.017
AA28;84.7315
AB26;90.344
AB27;87.847
AA29;94.7085
AB29;93.36
AA24;77.4555
AA25;75.068
AB24;84.8575
AB25;77.8885
W24;45.0955
V30;0
W27;0
Y24;0
Y34;0
AA31;0
AB28;0
T24;57.224
R26;68.187
P26;66.581
N26;67.5035
M27;77.0805
U25;80.0275
T25;80.179
P24;66.369
N24;67.213
U26;90.0475
U27;100.916
R25;66.7015
P25;66.2855
T27;74.382
R27;72.418
N27;70.628
N28;83.171
T28;85.639
R28;89.6505
N29;87.7405
M29;99.847
U29;93.5675
T29;90.231
P28;82.013
P29;84.9275
R30;92.804
P30;91.6365
U30;107.392
T30;102.18
M30;121.074
M31;124.084
R31;113.037
P31;116.153
N31;116.519
M32;123.066
U31;117.955
U32;115.849
T32;109.623
R32;109.376
N32;131.176
N33;129.406
T33;118.348
R33;119.932
N34;139.439
M34;144.196
U34;125.028
T34;123.355
P33;130.932
P34;133.126
U24;50.0995
M28;0
N25;0
P32;0
R29;0
T26;0
U33;0
L23;39.4735
M24;61.837
L24;61.1325
K23;60.9335
J23;60.6
G24;91.9155
G25;95.587
K25;63.826
J25;68.4955
M25;62.0335
L25;62.01
J24;60.8445
H24;73.618
H27;89.2675
G27;100.944
H26;79.222
G26;91.16
L27;78.948
K27;82.418
K26;67.4965
J26;77.6465
L28;89.4575
K28;92.6505
J28;93.1455
H28;95.5565
J29;97.7695
H29;100.648
K30;107.634
J30;110.935
G29;118.001
G30;121.829
K31;114.738
J31;119.453
H31;116.319
G31;119.284
L29;100.171
L30;97.221
H32;121.069
G32;123.559
K33;126.338
J34;132.792
H33;133.902
G34;138.046
L32;116.631
K32;121.489
J33;128.41
H34;136.476
L33;126.555
L34;128.232
M26;67.6685
G33;0
H30;0
J27;0
K24;0
K34;0
L31;0
A31;0
B28;0
C25;0
D32;0
E29;0
F26;0
AJ9;105.481
AN1;171.015
AP1;180.558
AK2;155.781
AK1;167.0995
AM2;162.705
AN2;166.78
AL2;159.706
AM1;173.793
AN3;158.077
AP3;168.266
AK3;142.987
AL3;148.345
AN4;156.161
AP4;167.251
AJ5;134.074
AK5;137.578
AP6;169.438
AP5;165.112
AL4;145.685
AM4;154.4995
AL5;138.199
AM5;142.389
AJ6;132.803
AK6;134.789
AK7;122.575
AL7;126.425
AM7;129.039
AM6;129.933
AJ8;110.217
AK8;112.095
AN8;130.91
AP8;135.931
AN7;135.037
AN6;133.887
AN9;126.796
AP9;132.174
AJ10;92.9275
AK10;95.6535
AP11;127.984
AP10;125.323
AL9;111.414
AM9;113.016
AM11;108.131
AN11;114.129
AJ11;95.5105
AK11;94.74
AL10;104.07
AM10;111.605
AL8;129.407
AJ2;0
AK9;0
AL6;0
AM3;0
AN10;0
AP7;0
AC11;126.298
AG1;152.139
AH1;164.186
AD1;136.696
AE1;140.483
AH2;165.676
AJ1;166.562
AE2;136.94
AF2;144.467
AF3;136.209
AG2;144.469
AH3;147.534
AJ3;156.757
AF4;121.448
AG4;134.599
AD5;111.796
AD4;113.509
AH4;142.599
AJ4;145.655
AD3;119.386
AE3;123.392
AG6;123.604
AG5;125.87
AE5;112.335
AF5;113.632
AD6;98.134
AE6;100.83
AF7;107.715
AG7;111.175
AD9;83.932
AD8;84.4495
AE8;93.536
AE7;95.662
AH7;117.478
AH6;115.915
AF9;93.612
AF8;95.9075
AH9;108.629
AH8;105.076
AF12;98.63
AG12;97.783
AG10;102.363
AG9;97.819
AD11;83.3165
AE11;84.534
AG11;97.5575
AH11;102.149
AD10;77.586
AE10;78.379
AF10;83.353
AD7;0
AE4;0
AF1;0
AF11;0
AG8;0
AH5;0
Y11;105.373
W10;69.399
Y10;84.024
V9;70.0805
V8;75.752
W9;74.211
W8;76.19
V7;77.8435
V6;88.722
Y8;76.6445
Y7;87.1135
W6;86.5085
Y6;94.039
W1;138.514
Y1;150.687
V2;123.772
V1;135.788
Y3;140.364
Y2;142.81
V3;119.013
W3;119.105
V4;119.81
W4;119.832
W5;118.657
Y5;118.478
AA5;102.539
AA4;105.945
AB5;106.555
AB4;110.491
AB2;128.691
AB1;132.003
AA3;131.11
AA2;129.451
AC2;129.966
AC1;135.155
AC4;114.939
AC3;120.446
AA8;79.0455
AA7;80.747
AC7;95.77
AC6;98.9095
AB7;91.6005
AB6;93.1665
AC9;93.601
AC8;86.2965
AA10;73.951
AA9;74.24
AB10;86.234
AB9;81.571
AB11;88.193
V5;0
W2;0
Y9;0
AA6;0
AB3;0
AC10;0
R11;63.737
M7;81.7085
M6;91.421
N9;63.7215
M9;73.1375
N8;77.4535
N7;81.5195
M11;67.0895
M10;81.7185
P9;61.1795
P8;74.2785
P6;82.547
N6;92.231
N1;124.771
M1;134.958
M5;103.817
M4;108.18
R1;125.62
P1;126.359
N3;110.214
N2;122.475
P4;106.843
P3;110.215
P5;102.047
N4;104.783
R6;96.733
R5;96.156
T5;101.451
T4;104.232
R3;112.933
R2;115.861
U2;124.423
U1;128.814
T3;112.834
T2;116.267
U5;101.974
U4;106.144
R8;71.0995
R7;75.3335
R10;55.106
P10;63.6625
U10;66.3445
T10;64.3365
U7;82.6715
U6;87.2945
T8;69.463
T7;74.0535
U9;70.5335
T9;57.8085
U11;54.1045
M3;0
N10;0
P7;0
R4;0
T1;0
U8;0
H12;61.5475
L12;62.8615
K12;63.1025
G10;86.523
G9;96.6805
K11;62.991
J11;63.6515
H11;67.4185
G11;79.8755
L10;62.357
L9;65.4875
K10;65.761
J10;68.634
J9;80.3145
J8;85.398
H9;81.128
H8;85.0935
L8;79.3235
K8;81.828
G7;94.333
G6;100.607
K7;89.806
K6;93.0595
H7;93.413
H6;95.804
G5;114.276
G4;117.132
J6;103.206
J5;103.903
F3;131.672
F2;135.064
L5;102.271
K5;103.714
H4;116.093
H3;119.739
J4;119.247
J3;118.81
L4;108.842
L3;113.269
H2;133.698
G2;139.017
K1;137.239
J1;140.003
H1;140.253
G1;145.094
M2;128.206
L2;126.43
K3;121.735
K2;123.259
L7;84.4245
F1;0
G8;0
H5;0
J2;0
J12;0
K9;0
L6;0
A6;0
B3;0
C10;0
D7;0
E4;0
F11;0
AN13;137.962
AJ13;99.3325
AP13;138.942
AK13;101.149
AL14;108.604
AJ15;90.167
AM14;109.498
AK15;91.1355
AG14;91.6665
AH14;86.948
AH16;77.494
AG16;78.235
AN15;113.37
AL16;95.585
AP15;111.316
AM16;94.343
AN17;105.527
AJ17;75.1075
AP17;105.924
AK17;73.218
B17;109.485
F17;76.2405
A17;110.217
E17;75.6925
B15;114.47
D16;98.7625
A15;115.817
C16;99.0995
H16;76.4675
G16;79.98
G14;90.1275
H14;87.591
D14;112.984
F15;91.1365
C14;117.551
E15;91.146
B13;143.337
F13;100.825
A13;145.531
E13;101.791
AN23;141.018
AJ21;97.4765
AP23;141.848
AK21;100.751
AL22;122.582
AL20;103.29
AM22;124.668
AM20;102.256
AH20;80.429
AG20;81.4935
AG18;78.192
AH18;78.967
AN21;117.358
AJ19;79.4465
AP21;116.957
AK19;79.7595
AN19;105.2
AL18;87.3195
AP19;105.378
AM18;87.6615
B19;109.468
D18;89.034
A19;110.173
C18;89.605
B21;118.098
F19;80.426
A21;119.23
E19;81.635
G18;72.306
H18;72.199
H20;86.203
G20;86.784
D22;131.399
D20;104.814
C22;130.796
C20;104.231
B23;146.661
F21;106.171
A23;147.865
E21;105.787
AH22;90.403
G22;87.5295

